text,label,split,label_text
saya suka hasilnya dari pengalaman pertama buatku,2,validation,positive
jujur ya produk ini sangat bagus untuk harga segini ya,2,validation,positive
buatku worth it banget buat dibeli dari pengalaman pertama buatku,2,validation,positive
review singkat packaging rapi dan aman ya,2,validation,positive
buatku fiturnya jalan sesuai deskripsi buat pemakaian harian,1,validation,neutral
kalau dari pengalamanku saya suka hasilnya buat pemakaian harian sih,2,validation,positive
kalau dari pengalamanku rekomen banget dari pengalaman pertama sih,2,validation,positive
produk ini mengecewakan untuk harga segini,0,validation,negative
menurutku packaging rusak waktu sampai dari pengalaman pertama,0,validation,negative
jujur ya overall masih oke untuk harga segini banget,1,validation,neutral
menurutku pengiriman sesuai estimasi,1,validation,neutral
kalau dari pengalamanku produk ini standar untuk harga segini banget.,1,validation,neutral
jujur ya pengiriman tepat waktu dari segi fitur ya,2,validation,positive
review singkat hasilnya tidak buruk tidak istimewa dari segi fitur menurutku,1,validation,neutral
review singkat kualitasnya lumayan untuk harga segini...,1,validation,neutral
buatku nggak recommended dari segi fitur banget,0,validation,negative
kalau dari pengalamanku saya tidak puas dari segi fitur bgt,0,validation,negative
buatku saya suka hasilnya banget!,2,validation,positive
pengalaman saya biasa saja sih,1,validation,neutral
menurutku dipakai harian tetap nyaman sih,2,validation,positive
kalau dari pengalamanku delivery normal nggak cepat tidak lambat dari pengalaman pertama buatku,1,validation,neutral
buatku recommended banget...,2,validation,positive
review singkat kualitasnya lumayan...,1,validation,neutral
review singkat kualitasnya mantap buat pemakaian harian buatku,2,validation,positive
kalau dari pengalamanku harga sesuai kualitas menurutku,2,validation,positive
review singkat packaging rusak waktu sampai,0,validation,negative
buatku worth it banget buat dibeli buat pemakaian harian buatku.,2,validation,positive
review singkat sejauh ini aman tapi belum spesial dari segi fitur,1,validation,neutral
buatku servis cepat dan memuaskan dari pengalaman pertama ya,2,validation,positive
menurutku harga tidak sebanding menurutku,0,validation,negative
menurutku fiturnya jalan sesuai deskripsi sih,1,validation,neutral
kalau dari pengalamanku kualitasnya mantap dari segi fitur ya,2,validation,positive
review singkat saya suka hasilnya buat pemakaian harian bgt...,2,validation,positive
kalau dari pengalamanku saya tidak puas untuk harga segini ya,0,validation,negative
jujur ya harga masih oke dari segi fitur ya,1,validation,neutral
menurutku produk ini sangat bagus sih,2,validation,positive
jujur ya recommended banget untuk harga segini,2,validation,positive
buatku saya ga puas sih,0,validation,negative
jujur ya adminnya responsif dan ramah dari segi fitur menurutku,2,validation,positive
buatku barang datang dalam kondisi jelek untuk harga segini...,0,validation,negative
jujur ya pengiriman normal gak cepat tidak lambat dari segi fitur ya,1,validation,neutral
jujur ya harga tidak sebanding dari pengalaman pertama ya,0,validation,negative
jujur ya hasilnya tidak buruk tidak istimewa buatku,1,validation,neutral
buatku fiturnya sering error dari segi fitur sih,0,validation,negative
jujur ya pengiriman sesuai estimasi dari segi fitur,1,validation,neutral
buatku pelayanan sangat lambat buat pemakaian harian ya,0,validation,negative
kalau dari pengalamanku overall masih oke untuk harga segini dari segi fitur menurutku...,1,validation,neutral
menurutku pengalaman saya biasa saja untuk harga segini sih,1,validation,neutral
menurutku kualitasnya mantap buat pemakaian harian,2,validation,positive
saya suka hasilnya sih,2,validation,positive
kalau dari pengalamanku pelayanan cepat dan memuaskan dari pengalaman pertama buatku,2,validation,positive
menurutku pengiriman normal tidak cepat tidak lambat untuk harga segini ya,1,validation,neutral
menurutku worth it banget buat dibeli dari segi fitur,2,validation,positive
menurutku harga sesuai kualitas dari segi fitur bnget,2,validation,positive
jujur ya harga sesuai kualitas dari pengalaman pertama,2,validation,positive
kalau dari pengalamanku harga tidak sebanding buatku,0,validation,negative
jujur ya adminnya susah dihubungi ya,0,validation,negative
kalau dari pengalamanku dipakai sebentar langsung bermasalah untuk harga segini sih!,0,validation,negative
buatku overall masih oke untuk harga segini dari pengalaman pertama banget,1,validation,neutral
menurutku kualitasnya lumayan untuk harga segini bgt,1,validation,neutral
kualitasnya mantap dari pengalaman pertama ya,2,validation,positive
buatku adminnya susah dihubungi untuk harga segini buatku!,0,validation,negative
kalau dari pengalamanku saya suka hasilnya untuk harga segini sih,2,validation,positive
buatku pengiriman terlambat untuk harga segini,0,validation,negative
buatku pengiriman normal ga cepat tidak lambat dari pengalaman pertama bgt,1,validation,neutral
rekomen bnget banget,2,validation,positive
jujur ya dipakai sebentar langsung bermasalah untuk harga segini menurutku,0,validation,negative
pelayanan cepat dan memuaskan dari segi fitur menurutku,2,validation,positive
jujur ya packaging rapi dan aman buat pemakaian harian menurutku,2,validation,positive
buatku kualitasnya buruk sih,0,validation,negative
jujur ya tidak recommended untuk harga segini menurutku...,0,validation,negative
tidak recommended dari segi fitur ya,0,validation,negative
menurutku barang ini sangat bagus buat pemakaian harian ya,2,validation,positive
jujur ya packaging rusak waktu sampai buat pemakaian harian banget...,0,validation,negative
buatku fiturnya cukup membantu dari pengalaman pertama ya,1,validation,neutral
buatku pengiriman tepat waktu untuk harga segini.,2,validation,positive
review singkat fiturnya cukup membantu buat pemakaian harian,1,validation,neutral
menurutku hasilnya gak buruk tidak istimewa dari segi fitur menurutku,1,validation,neutral
packaging rapi dan aman dari segi fitur buatku,2,validation,positive
servis cepat dan memuaskan dari pengalaman pertama buatku,2,validation,positive
kalau dari pengalamanku fiturnya jalan sesuai deskripsi buat pemakaian harian sih,1,validation,neutral
packaging rusak waktu sampai dari segi fitur,0,validation,negative
menurutku dipakai harian tetap nyaman dari pengalaman pertama sih.,2,validation,positive
jujur ya pengalaman saya biasa saja buat pemakaian harian menurutku,1,validation,neutral
kalau dari pengalamanku pengiriman tepat waktu dari pengalaman pertama sih,2,validation,positive
adminnya susah dihubungi sih,0,validation,negative
menurutku harga sesuai kualitas,2,validation,positive
kalau dari pengalamanku recommended banget dari segi fitur menurutku,2,validation,positive
review singkat saya tidak puas buat pemakaian harian bgt,0,validation,negative
pelayanan cepat dan ok dari segi fitur buatku!,2,validation,positive
jujur ya dipakai harian tetap nyaman dari pengalaman pertama menurutku,2,validation,positive
menurutku saya suka hasilnya untuk harga segini,2,validation,positive
buatku fiturnya beneran membantu buat pemakaian harian bnget,2,validation,positive
review singkat fiturnya sangat membantu banget,2,validation,positive
kalau dari pengalamanku kualitasnya lumayan dari segi fitur banget...,1,validation,neutral
fiturnya sangat membantu buat pemakaian harian sih,2,validation,positive
review singkat packaging rapi dan aman untuk harga segini,2,validation,positive
barang ini mengecewakan dari pengalaman pertama bnget,0,validation,negative
menurutku fiturnya sering error dari pengalaman pertama banget!,0,validation,negative
